user_id,user_name,match_rank,matched_user_id,matched_user_name,match_score,genre_score,role_score,age_score,location_score,distance_km,genre_matches,role_matches,age_compatible,matched_location
user_011,Prince,3,user_054,Bruno Mars,82.5,22.5,30.0,15,15,2448.22,Funk|Pop|R&B,singer,True,"Honolulu, Hawaii | Los Angeles, California"
user_011,Prince,4,user_003,Michael Jackson,75.0,15.0,30.0,15,15,2448.22,Pop|R&B,singer,True,"Gary, Indiana | Los Angeles, California"
user_011,Prince,5,user_005,Elton John,75.0,15.0,30.0,15,15,6455.23,Rock|Pop,singer,True,"Pinner, England | London, England"
user_011,Prince,6,user_009,Mariah Carey,75.0,15.0,30.0,15,15,1635.66,Pop|R&B,singer,True,"Huntington, New York | New York City, New York"
user_011,Prince,7,user_012,Whitney Houston,75.0,15.0,30.0,15,15,1621.79,Pop|R&B,singer,True,"Newark, New Jersey"
user_011,Prince,8,user_014,Queen,75.0,15.0,30.0,15,15,6455.23,Rock|Pop,singer,True,"London, England"
user_011,Prince,9,user_017,Beyoncé,75.0,15.0,30.0,15,15,1702.16,Pop|R&B,singer,True,"Houston, Texas"
user_011,Prince,10,user_018,Taylor Swift,75.0,15.0,30.0,15,15,1121.89,Rock|Pop,singer,True,"Reading, Pennsylvania | Nashville, Tennessee"
user_012,Whitney Houston,1,user_009,Mariah Carey,92.5,22.5,30.0,15,25,14.35,Pop|R&B|Soul,singer,True,"Huntington, New York | New York City, New York"
user_012,Whitney Houston,2,user_020,Rihanna,85.0,15.0,30.0,15,25,14.35,Pop|R&B,singer,True,"Saint Michael, Barbados | New York City, New York"
user_012,Whitney Houston,3,user_004,Madonna,77.5,7.5,30.0,15,25,14.35,Pop,singer,True,"Bay City, Michigan | New York City, New York"
user_012,Whitney Houston,4,user_055,Lady Gaga,77.5,7.5,30.0,15,25,14.35,Pop,singer,True,"New York City, New York"
user_012,Whitney Houston,5,user_100,SZA,77.5,7.5,30.0,15,25,7.89,R&B,singer,True,"St. Louis, Missouri | Maplewood, New Jersey"
user_012,Whitney Houston,6,user_003,Michael Jackson,72.5,22.5,30.0,15,5,3921.23,Pop|R&B|Soul,singer,True,"Gary, Indiana | Los Angeles, California"
user_012,Whitney Houston,7,user_010,Stevie Wonder,72.5,22.5,30.0,15,5,758.87,Pop|R&B|Soul,singer,True,"Saginaw, Michigan | Detroit, Michigan"
user_012,Whitney Houston,8,user_016,Aretha Franklin,72.5,22.5,30.0,15,5,758.87,Gospel|R&B|Soul,singer,True,"Memphis, Tennessee | Detroit, Michigan"
user_012,Whitney Houston,9,user_040,Tina Turner,72.5,22.5,30.0,15,5,1389.07,Pop|R&B|Soul,singer,True,"Nutbush, Tennessee | St. Louis, Missouri"
user_012,Whitney Houston,10,user_041,Diana Ross,72.5,22.5,30.0,15,5,758.87,Pop|R&B|Soul,singer,True,"Detroit, Michigan"
user_013,David Bowie,1,user_005,Elton John,90.0,20.0,30.0,15,25,0.0,Pop|Glam Rock,singer,True,"Pinner, England | London, England"
user_013,David Bowie,2,user_093,Peter Gabriel,85.0,20.0,30.0,15,20,37.46,Pop|Art Rock,singer,True,"Chobham, England"
user_013,David Bowie,3,user_014,Queen,80.0,10.0,30.0,15,25,0.0,Pop,singer,True,"London, England"
user_013,David Bowie,4,user_052,Adele,80.0,10.0,30.0,15,25,0.0,Pop,singer,True,"London, England"
user_013,David Bowie,5,user_053,Ed Sheeran,80.0,10.0,30.0,15,25,0.0,Pop,singer,True,"Halifax, England | London, England"
user_013,David Bowie,6,user_086,The Kinks,80.0,10.0,30.0,15,25,0.0,Pop,singer,True,"London, England"
user_013,David Bowie,7,user_099,Dua Lipa,80.0,10.0,30.0,15,25,0.0,Pop,singer,True,"London, England"
user_013,David Bowie,8,user_006,Led Zeppelin,70.0,0.0,30.0,15,25,0.0,,singer,True,"London, England"
user_013,David Bowie,9,user_007,Rolling Stones,70.0,0.0,30.0,15,25,0.0,,singer,True,"London, England"
user_013,David Bowie,10,user_028,Radiohead,70.0,10.0,30.0,15,15,82.2,Art Rock,singer,True,"Abingdon, England"
user_014,Queen,1,user_033,George Harrison,85.0,20.0,30.0,15,20,286.91,Rock|Pop,singer,True,"Liverpool, England"
user_014,Queen,2,user_034,John Lennon,85.0,20.0,30.0,15,20,286.91,Rock|Pop,singer,True,"Liverpool, England"
user_014,Queen,3,user_056,Katy Perry,80.0,20.0,30.0,15,15,8755.32,Rock|Pop,singer,True,"Santa Barbara, California | Los Angeles, California"
user_014,Queen,4,user_005,Elton John,78.0,20.0,30.0,3.0,25,0.0,Rock|Pop,singer,False,"Pinner, England | London, England"
user_014,Queen,5,user_052,Adele,75.5,10.0,30.0,10.5,25,0.0,Pop,singer,False,"London, England"
user_014,Queen,6,user_011,Prince,75.0,15.0,30.0,15,15,6455.23,Rock|Pop,singer,True,"Minneapolis, Minnesota"
user_014,Queen,7,user_029,U2,75.0,10.0,30.0,15,20,463.33,Rock,singer,True,"Dublin, Ireland"
user_014,Queen,8,user_040,Tina Turner,75.0,15.0,30.0,15,15,6759.66,Rock|Pop,singer,True,"Nutbush, Tennessee | St. Louis, Missouri"
user_014,Queen,9,user_086,The Kinks,75.0,20.0,30.0,0,25,0.0,Rock|Pop,singer,False,"London, England"
user_014,Queen,10,user_093,Peter Gabriel,72.5,10.0,30.0,7.5,25,37.46,Pop,singer,False,"Chobham, England"
user_015,Bob Dylan,1,user_030,Bruce Springsteen,80.0,20.0,30.0,15,15,58.94,Rock|Folk,singer,True,"Freehold, New Jersey"
user_015,Bob Dylan,2,user_004,Madonna,70.0,0.0,30.0,15,25,0.0,,singer,True,"Bay City, Michigan | New York City, New York"
user_015,Bob Dylan,3,user_009,Mariah Carey,70.0,0.0,30.0,15,25,0.0,,singer,True,"Huntington, New York | New York City, New York"
user_015,Bob Dylan,4,user_012,Whitney Houston,70.0,0.0,30.0,15,25,14.35,,singer,True,"Newark, New Jersey"
user_015,Bob Dylan,5,user_020,Rihanna,70.0,0.0,30.0,15,25,0.0,,singer,True,"Saint Michael, Barbados | New York City, New York"
user_015,Bob Dylan,6,user_023,Jay Z,70.0,0.0,30.0,15,25,6.48,,singer,True,"Brooklyn, New York"
user_015,Bob Dylan,7,user_036,Frank Sinatra,70.0,0.0,30.0,15,25,3.45,,singer,True,"Hoboken, New Jersey"
user_015,Bob Dylan,8,user_047,Eric Clapton,70.0,20.0,30.0,15,5,5570.24,Rock|Blues,singer,True,"Ripley, England | London, England"
user_015,Bob Dylan,9,user_055,Lady Gaga,70.0,0.0,30.0,15,25,0.0,,singer,True,"New York City, New York"
user_015,Bob Dylan,10,user_063,Nicki Minaj,70.0,0.0,30.0,15,25,13.17,,singer,True,"Port of Spain, Trinidad | Queens, New York"
user_016,Aretha Franklin,1,user_038,Marvin Gaye,90.0,20.0,30.0,15,25,0.0,R&B|Soul,singer,True,"Washington, D.C. | Detroit, Michigan"
user_016,Aretha Franklin,2,user_010,Stevie Wonder,85.0,15.0,30.0,15,25,0.0,R&B|Soul,singer,True,"Saginaw, Michigan | Detroit, Michigan"
user_016,Aretha Franklin,3,user_041,Diana Ross,85.0,15.0,30.0,15,25,0.0,R&B|Soul,singer,True,"Detroit, Michigan"
user_016,Aretha Franklin,4,user_012,Whitney Houston,82.5,22.5,30.0,15,15,758.87,Gospel|R&B|Soul,singer,True,"Newark, New Jersey"
user_016,Aretha Franklin,5,user_009,Mariah Carey,80.0,20.0,30.0,15,15,773.08,R&B|Soul,singer,True,"Huntington, New York | New York City, New York"
user_016,Aretha Franklin,6,user_039,James Brown,80.0,20.0,30.0,15,15,989.28,R&B|Soul,singer,True,"Barnwell, South Carolina | Augusta, Georgia"
user_016,Aretha Franklin,7,user_052,Adele,80.0,20.0,30.0,15,15,6035.75,R&B|Soul,singer,True,"London, England"
user_016,Aretha Franklin,8,user_089,Hall Oates,80.0,20.0,30.0,15,15,710.27,R&B|Soul,singer,True,"Philadelphia, Pennsylvania"
user_016,Aretha Franklin,9,user_096,Amy Winehouse,80.0,20.0,30.0,15,15,6035.75,R&B|Soul,singer,True,"London, England"
user_016,Aretha Franklin,10,user_003,Michael Jackson,75.0,15.0,30.0,15,15,3185.4,R&B|Soul,singer,True,"Gary, Indiana | Los Angeles, California"
user_017,Beyoncé,1,user_019,Drake,90.0,30.0,30.0,15,15,2094.15,Hip Hop|Pop|R&B,singer,True,"Toronto, Canada"
user_017,Beyoncé,2,user_060,Post Malone,85.0,20.0,30.0,15,20,361.79,Pop|Hip Hop,singer,True,"Syracuse, New York | Dallas, Texas"
user_017,Beyoncé,3,user_009,Mariah Carey,80.0,20.0,30.0,15,15,2281.39,Pop|R&B,singer,True,"Huntington, New York | New York City, New York"
user_017,Beyoncé,4,user_022,Kanye West,80.0,20.0,30.0,15,15,1516.24,Pop|Hip Hop,singer,True,"Atlanta, Georgia | Chicago, Illinois"
user_017,Beyoncé,5,user_052,Adele,80.0,20.0,30.0,15,15,7803.22,Pop|R&B,singer,True,"London, England"
user_017,Beyoncé,6,user_057,Justin Bieber,80.0,20.0,30.0,15,15,1128.3,Pop|R&B,singer,True,"London, Ontario, Canada | Atlanta, Georgia"
user_017,Beyoncé,7,user_058,Ariana Grande,80.0,20.0,30.0,15,15,2206.18,Pop|R&B,singer,True,"Boca Raton, Florida | Los Angeles, California"
user_017,Beyoncé,8,user_059,The Weeknd,80.0,20.0,30.0,15,15,2094.15,Pop|R&B,singer,True,"Toronto, Canada"
user_017,Beyoncé,9,user_063,Nicki Minaj,80.0,20.0,30.0,15,15,2294.34,Pop|Hip Hop,singer,True,"Port of Spain, Trinidad | Queens, New York"
user_017,Beyoncé,10,user_003,Michael Jackson,75.0,15.0,30.0,15,15,2206.18,Pop|R&B,singer,True,"Gary, Indiana | Los Angeles, California"
user_018,Taylor Swift,1,user_042,Dolly Parton,85.0,15.0,30.0,15,25,0.0,Country|Pop,singer,True,"Sevierville, Tennessee | Nashville, Tennessee"
user_018,Taylor Swift,2,user_043,Johnny Cash,85.0,15.0,30.0,15,25,0.0,Folk|Country,singer,True,"Kingsland, Arkansas | Nashville, Tennessee"
user_018,Taylor Swift,3,user_035,Ringo Starr,72.5,22.5,30.0,15,5,6479.93,Rock|Country|Pop,singer,True,"Liverpool, England"
user_018,Taylor Swift,4,user_002,Elvis Presley,65.0,15.0,30.0,15,5,316.23,Country|Pop,singer,True,"Tupelo, Mississippi | Memphis, Tennessee"
user_018,Taylor Swift,5,user_005,Elton John,65.0,15.0,30.0,15,5,6736.42,Rock|Pop,singer,True,"Pinner, England | London, England"
user_018,Taylor Swift,6,user_011,Prince,65.0,15.0,30.0,15,5,1121.89,Rock|Pop,singer,True,"Minneapolis, Minnesota"
user_018,Taylor Swift,7,user_014,Queen,65.0,15.0,30.0,15,5,6736.42,Rock|Pop,singer,True,"London, England"
user_018,Taylor Swift,8,user_015,Bob Dylan,65.0,15.0,30.0,15,5,1220.76,Rock|Folk,singer,True,"Duluth, Minnesota | New York City, New York"
user_018,Taylor Swift,9,user_030,Bruce Springsteen,65.0,15.0,30.0,15,5,1181.74,Rock|Folk,singer,True,"Freehold, New Jersey"
user_018,Taylor Swift,10,user_032,Paul McCartney,65.0,15.0,30.0,15,5,6479.93,Rock|Pop,singer,True,"Liverpool, England"
user_019,Drake,1,user_017,Beyoncé,90.0,30.0,30.0,15,15,2094.15,R&B|Pop|Hip Hop,singer,True,"Houston, Texas"
user_019,Drake,2,user_059,The Weeknd,90.0,20.0,30.0,15,25,0.0,Pop|R&B,singer,True,"Toronto, Canada"
user_019,Drake,3,user_009,Mariah Carey,80.0,20.0,30.0,15,15,550.9,Pop|R&B,singer,True,"Huntington, New York | New York City, New York"
user_019,Drake,4,user_022,Kanye West,80.0,20.0,30.0,15,15,700.83,Pop|Hip Hop,singer,True,"Atlanta, Georgia | Chicago, Illinois"
user_019,Drake,5,user_052,Adele,80.0,20.0,30.0,15,15,5712.72,Pop|R&B,singer,True,"London, England"
user_019,Drake,6,user_057,Justin Bieber,80.0,20.0,30.0,15,15,1183.14,Pop|R&B,singer,True,"London, Ontario, Canada | Atlanta, Georgia"
user_019,Drake,7,user_058,Ariana Grande,80.0,20.0,30.0,15,15,3493.74,Pop|R&B,singer,True,"Boca Raton, Florida | Los Angeles, California"
user_019,Drake,8,user_060,Post Malone,80.0,20.0,30.0,15,15,1936.35,Pop|Hip Hop,singer,True,"Syracuse, New York | Dallas, Texas"
user_019,Drake,9,user_063,Nicki Minaj,80.0,20.0,30.0,15,15,558.89,Pop|Hip Hop,singer,True,"Port of Spain, Trinidad | Queens, New York"
user_019,Drake,10,user_003,Michael Jackson,75.0,15.0,30.0,15,15,3493.74,Pop|R&B,singer,True,"Gary, Indiana | Los Angeles, California"
user_020,Rihanna,1,user_004,Madonna,85.0,15.0,30.0,15,25,0.0,Pop|Dance,singer,True,"Bay City, Michigan | New York City, New York"
user_020,Rihanna,2,user_009,Mariah Carey,85.0,15.0,30.0,15,25,0.0,Pop|R&B,singer,True,"Huntington, New York | New York City, New York"
