user_id,user_name,match_rank,matched_user_id,matched_user_name,final_score,location_score,genre_score,audio_score,role_score,age_score,distance_km,genre_matches,role_matches,age_compatible,matched_location
user_002,Elvis Presley,10,user_014,Queen,51.33,60.0,33.33,0.0,100.0,100.0,7024.76,Pop,singer,True,"London, England"
user_003,Michael Jackson,1,user_009,Mariah Carey,81.53,60.0,75.0,98.91,100.0,100.0,3935.54,Pop|R&B|Soul,singer,True,"Huntington, New York | New York City, New York"
user_003,Michael Jackson,2,user_054,Bruno Mars,73.75,100.0,75.0,0.0,100.0,100.0,0.0,Pop|R&B|Soul,singer,True,"Honolulu, Hawaii | Los Angeles, California"
user_003,Michael Jackson,3,user_058,Ariana Grande,67.5,100.0,50.0,0.0,100.0,100.0,0.0,Pop|R&B,singer,True,"Boca Raton, Florida | Los Angeles, California"
user_003,Michael Jackson,4,user_010,Stevie Wonder,61.75,60.0,75.0,0.0,100.0,100.0,3185.4,Pop|R&B|Soul,singer,True,"Saginaw, Michigan | Detroit, Michigan"
user_003,Michael Jackson,5,user_012,Whitney Houston,61.75,60.0,75.0,0.0,100.0,100.0,3921.23,Pop|R&B|Soul,singer,True,"Newark, New Jersey"
user_003,Michael Jackson,6,user_020,Rihanna,61.75,60.0,75.0,0.0,100.0,100.0,3935.54,Pop|R&B|Dance,singer,True,"Saint Michael, Barbados | New York City, New York"
user_003,Michael Jackson,7,user_040,Tina Turner,61.75,60.0,75.0,0.0,100.0,100.0,2552.34,Pop|R&B|Soul,singer,True,"Nutbush, Tennessee | St. Louis, Missouri"
user_003,Michael Jackson,8,user_041,Diana Ross,61.75,60.0,75.0,0.0,100.0,100.0,3185.4,Pop|R&B|Soul,singer,True,"Detroit, Michigan"
user_003,Michael Jackson,9,user_052,Adele,61.75,60.0,75.0,0.0,100.0,100.0,8755.32,Pop|R&B|Soul,singer,True,"London, England"
user_003,Michael Jackson,10,user_056,Katy Perry,61.25,100.0,25.0,0.0,100.0,100.0,0.0,Pop,singer,True,"Santa Barbara, California | Los Angeles, California"
user_004,Madonna,1,user_013,David Bowie,71.3,60.0,33.33,99.81,100.0,100.0,5570.24,Pop,singer,True,"London, England"
user_004,Madonna,2,user_009,Mariah Carey,63.33,100.0,33.33,0.0,100.0,100.0,0.0,Pop,singer,True,"Huntington, New York | New York City, New York"
user_004,Madonna,3,user_055,Lady Gaga,61.67,100.0,66.67,0.0,100.0,0.0,0.0,Pop|Dance,singer,False,"New York City, New York"
user_004,Madonna,4,user_012,Whitney Houston,61.25,100.0,25.0,0.0,100.0,100.0,14.35,Pop,singer,True,"Newark, New Jersey"
user_004,Madonna,5,user_020,Rihanna,57.5,100.0,50.0,0.0,100.0,0.0,0.0,Pop|Dance,singer,False,"Saint Michael, Barbados | New York City, New York"
user_004,Madonna,6,user_003,Michael Jackson,55.5,60.0,50.0,0.0,100.0,100.0,3935.54,Pop|Dance,singer,True,"Gary, Indiana | Los Angeles, California"
user_004,Madonna,7,user_023,Jay Z,55.0,100.0,0.0,0.0,100.0,100.0,6.48,,singer,True,"Brooklyn, New York"
user_004,Madonna,8,user_005,Elton John,51.33,60.0,33.33,0.0,100.0,100.0,5570.24,Pop,singer,True,"Pinner, England | London, England"
user_004,Madonna,9,user_014,Queen,51.33,60.0,33.33,0.0,100.0,100.0,5570.24,Pop,singer,True,"London, England"
user_004,Madonna,10,user_028,Radiohead,51.33,60.0,33.33,0.0,100.0,100.0,5488.37,Electronica,singer,True,"Abingdon, England"
user_005,Elton John,1,user_052,Adele,83.32,100.0,33.33,99.93,100.0,100.0,0.0,Pop,singer,True,"London, England"
user_005,Elton John,2,user_013,David Bowie,71.67,100.0,66.67,0.0,100.0,100.0,0.0,Glam Rock|Pop,singer,True,"London, England"
user_005,Elton John,3,user_014,Queen,71.67,100.0,66.67,0.0,100.0,100.0,0.0,Rock|Pop,singer,True,"London, England"
user_005,Elton John,4,user_086,The Kinks,71.67,100.0,66.67,0.0,100.0,100.0,0.0,Rock|Pop,singer,True,"London, England"
user_005,Elton John,5,user_007,Rolling Stones,63.33,100.0,33.33,0.0,100.0,100.0,0.0,Rock,singer,True,"London, England"
user_005,Elton John,6,user_046,Jimi Hendrix,63.33,100.0,33.33,0.0,100.0,100.0,0.0,Rock,singer,True,"Seattle, Washington | London, England"
user_005,Elton John,7,user_047,Eric Clapton,63.33,100.0,33.33,0.0,100.0,100.0,0.0,Rock,singer,True,"Ripley, England | London, England"
user_005,Elton John,8,user_053,Ed Sheeran,63.33,100.0,33.33,0.0,100.0,100.0,0.0,Pop,singer,True,"Halifax, England | London, England"
user_005,Elton John,9,user_085,The Who,63.33,100.0,33.33,0.0,100.0,100.0,0.0,Rock,singer,True,"London, England"
user_005,Elton John,10,user_099,Dua Lipa,63.33,100.0,33.33,0.0,100.0,100.0,0.0,Pop,singer,True,"London, England"
user_006,Led Zeppelin,1,user_007,Rolling Stones,83.31,100.0,33.33,99.88,100.0,100.0,0.0,Blues Rock,singer,True,"London, England"
user_006,Led Zeppelin,2,user_081,Iron Maiden,83.31,100.0,33.33,99.87,100.0,100.0,0.0,Heavy Metal,singer,True,"London, England"
user_006,Led Zeppelin,3,user_083,Deep Purple,71.67,100.0,66.67,0.0,100.0,100.0,0.0,Hard Rock|Heavy Metal,singer,True,"London, England"
user_006,Led Zeppelin,4,user_046,Jimi Hendrix,63.33,100.0,33.33,0.0,100.0,100.0,0.0,Blues Rock,singer,True,"Seattle, Washington | London, England"
user_006,Led Zeppelin,5,user_085,The Who,63.33,100.0,33.33,0.0,100.0,100.0,0.0,Hard Rock,singer,True,"London, England"
user_006,Led Zeppelin,6,user_005,Elton John,55.0,100.0,0.0,0.0,100.0,100.0,0.0,,singer,True,"Pinner, England | London, England"
user_006,Led Zeppelin,7,user_013,David Bowie,55.0,100.0,0.0,0.0,100.0,100.0,0.0,,singer,True,"London, England"
user_006,Led Zeppelin,8,user_014,Queen,55.0,100.0,0.0,0.0,100.0,100.0,0.0,,singer,True,"London, England"
user_006,Led Zeppelin,9,user_047,Eric Clapton,55.0,100.0,0.0,0.0,100.0,100.0,0.0,,singer,True,"Ripley, England | London, England"
user_006,Led Zeppelin,10,user_025,AC DC,47.67,20.0,66.67,0.0,100.0,100.0,16993.28,Hard Rock|Blues Rock,singer,True,"Sydney, Australia"
user_007,Rolling Stones,1,user_086,The Kinks,87.48,100.0,50.0,99.9,100.0,100.0,0.0,Rock,singer,True,"London, England"
user_007,Rolling Stones,2,user_006,Led Zeppelin,83.31,100.0,33.33,99.88,100.0,100.0,0.0,Blues Rock,singer,True,"London, England"
user_007,Rolling Stones,3,user_046,Jimi Hendrix,71.67,100.0,66.67,0.0,100.0,100.0,0.0,Rock|Blues Rock,singer,True,"Seattle, Washington | London, England"
user_007,Rolling Stones,4,user_047,Eric Clapton,67.5,100.0,50.0,0.0,100.0,100.0,0.0,Rock,singer,True,"Ripley, England | London, England"
user_007,Rolling Stones,5,user_085,The Who,67.5,100.0,50.0,0.0,100.0,100.0,0.0,Rock,singer,True,"London, England"
user_007,Rolling Stones,6,user_005,Elton John,63.33,100.0,33.33,0.0,100.0,100.0,0.0,Rock,singer,True,"Pinner, England | London, England"
user_007,Rolling Stones,7,user_014,Queen,63.33,100.0,33.33,0.0,100.0,100.0,0.0,Rock,singer,True,"London, England"
user_007,Rolling Stones,8,user_013,David Bowie,55.0,100.0,0.0,0.0,100.0,100.0,0.0,,singer,True,"London, England"
user_007,Rolling Stones,9,user_052,Adele,55.0,100.0,0.0,0.0,100.0,100.0,0.0,,singer,True,"London, England"
user_007,Rolling Stones,10,user_053,Ed Sheeran,55.0,100.0,0.0,0.0,100.0,100.0,0.0,,singer,True,"Halifax, England | London, England"
user_008,Pink Floyd,1,user_092,Phil Collins,68.17,100.0,0.0,93.97,62.5,100.0,0.0,,musician|songwriter|singer|drummer|composer,True,"London, England"
user_008,Pink Floyd,2,user_091,Genesis,56.25,100.0,50.0,0.0,25.0,100.0,0.0,Progressive Rock,singer|producer,True,"London, England"
user_008,Pink Floyd,3,user_001,The Beatles,53.58,80.0,33.33,0.0,75.0,100.0,286.91,Psychedelic Rock,musician|multi-instrumentalist|songwriter|singer|drummer|guitarist,True,"Liverpool, England"
user_008,Pink Floyd,4,user_046,Jimi Hendrix,50.21,100.0,33.33,0.0,12.5,100.0,0.0,Psychedelic Rock,singer,True,"Seattle, Washington | London, England"
user_008,Pink Floyd,5,user_093,Peter Gabriel,50.21,100.0,33.33,0.0,12.5,100.0,37.46,Progressive Rock,singer,True,"Chobham, England"
user_008,Pink Floyd,6,user_084,The Doors,42.38,60.0,50.0,0.0,12.5,100.0,8755.32,Psychedelic Rock,singer,True,"Los Angeles, California"
user_008,Pink Floyd,7,user_082,Black Sabbath,40.15,88.0,0.0,0.0,25.0,100.0,162.21,,songwriter|musician,True,"Birmingham, England"
user_008,Pink Floyd,8,user_073,Red Hot Chili Peppers,39.25,60.0,0.0,0.0,75.0,100.0,8755.32,,musician|songwriter|singer|drummer|guitarist|composer,True,"Los Angeles, California"
user_008,Pink Floyd,9,user_024,Fleetwood Mac,35.5,60.0,0.0,0.0,50.0,100.0,8755.32,,songwriter|singer|drummer|guitarist,True,"London, England | Los Angeles, California"
user_008,Pink Floyd,10,user_026,Metallica,35.5,60.0,0.0,0.0,50.0,100.0,8605.49,,songwriter|singer|drummer|guitarist,True,"Los Angeles, California | San Francisco Bay Area, California"
user_009,Mariah Carey,1,user_012,Whitney Houston,73.75,100.0,75.0,0.0,100.0,100.0,14.35,Pop|R&B|Soul,singer,True,"Newark, New Jersey"
user_009,Mariah Carey,2,user_089,Hall Oates,68.07,88.0,66.67,0.0,100.0,100.0,129.62,R&B|Soul,singer,True,"Philadelphia, Pennsylvania"
user_009,Mariah Carey,3,user_052,Adele,68.0,60.0,100.0,0.0,100.0,100.0,5570.24,Pop|R&B|Soul,singer,True,"London, England"
user_009,Mariah Carey,4,user_020,Rihanna,67.5,100.0,50.0,0.0,100.0,100.0,0.0,Pop|R&B,singer,True,"Saint Michael, Barbados | New York City, New York"
user_009,Mariah Carey,5,user_004,Madonna,63.33,100.0,33.33,0.0,100.0,100.0,0.0,Pop,singer,True,"Bay City, Michigan | New York City, New York"
user_009,Mariah Carey,6,user_003,Michael Jackson,61.75,60.0,75.0,0.0,100.0,100.0,3935.54,Pop|R&B|Soul,singer,True,"Gary, Indiana | Los Angeles, California"
user_009,Mariah Carey,7,user_010,Stevie Wonder,61.75,60.0,75.0,0.0,100.0,100.0,773.08,Pop|R&B|Soul,singer,True,"Saginaw, Michigan | Detroit, Michigan"
user_009,Mariah Carey,8,user_040,Tina Turner,61.75,60.0,75.0,0.0,100.0,100.0,1403.07,Pop|R&B|Soul,singer,True,"Nutbush, Tennessee | St. Louis, Missouri"
user_009,Mariah Carey,9,user_041,Diana Ross,61.75,60.0,75.0,0.0,100.0,100.0,773.08,Pop|R&B|Soul,singer,True,"Detroit, Michigan"
user_009,Mariah Carey,10,user_054,Bruno Mars,61.75,60.0,75.0,0.0,100.0,100.0,3935.54,Pop|R&B|Soul,singer,True,"Honolulu, Hawaii | Los Angeles, California"
user_010,Stevie Wonder,1,user_040,Tina Turner,81.71,60.0,75.0,99.81,100.0,100.0,731.56,Pop|R&B|Soul,singer,True,"Nutbush, Tennessee | St. Louis, Missouri"
user_010,Stevie Wonder,2,user_041,Diana Ross,73.75,100.0,75.0,0.0,100.0,100.0,0.0,Pop|R&B|Soul,singer,True,"Detroit, Michigan"
user_010,Stevie Wonder,3,user_054,Bruno Mars,68.0,60.0,100.0,0.0,100.0,100.0,3185.4,Funk|Pop|R&B|Soul,singer,True,"Honolulu, Hawaii | Los Angeles, California"
user_010,Stevie Wonder,4,user_016,Aretha Franklin,67.5,100.0,50.0,0.0,100.0,100.0,0.0,R&B|Soul,singer,True,"Memphis, Tennessee | Detroit, Michigan"
user_010,Stevie Wonder,5,user_038,Marvin Gaye,67.5,100.0,50.0,0.0,100.0,100.0,0.0,R&B|Soul,singer,True,"Washington, D.C. | Detroit, Michigan"
user_010,Stevie Wonder,6,user_003,Michael Jackson,61.75,60.0,75.0,0.0,100.0,100.0,3185.4,Pop|R&B|Soul,singer,True,"Gary, Indiana | Los Angeles, California"
user_010,Stevie Wonder,7,user_009,Mariah Carey,61.75,60.0,75.0,0.0,100.0,100.0,773.08,Pop|R&B|Soul,singer,True,"Huntington, New York | New York City, New York"
user_010,Stevie Wonder,8,user_011,Prince,61.75,60.0,75.0,0.0,100.0,100.0,872.8,Funk|Pop|R&B,singer,True,"Minneapolis, Minnesota"
user_010,Stevie Wonder,9,user_012,Whitney Houston,61.75,60.0,75.0,0.0,100.0,100.0,758.87,Pop|R&B|Soul,singer,True,"Newark, New Jersey"
user_010,Stevie Wonder,10,user_039,James Brown,61.75,60.0,75.0,0.0,100.0,100.0,989.28,Funk|R&B|Soul,singer,True,"Barnwell, South Carolina | Augusta, Georgia"
user_011,Prince,1,user_054,Bruno Mars,81.74,60.0,75.0,99.95,100.0,100.0,2448.22,Funk|Pop|R&B,singer,True,"Honolulu, Hawaii | Los Angeles, California"
user_011,Prince,2,user_010,Stevie Wonder,61.75,60.0,75.0,0.0,100.0,100.0,872.8,Funk|Pop|R&B,singer,True,"Saginaw, Michigan | Detroit, Michigan"
user_011,Prince,3,user_040,Tina Turner,61.75,60.0,75.0,0.0,100.0,100.0,750.33,Rock|Pop|R&B,singer,True,"Nutbush, Tennessee | St. Louis, Missouri"
user_011,Prince,4,user_003,Michael Jackson,55.5,60.0,50.0,0.0,100.0,100.0,2448.22,Pop|R&B,singer,True,"Gary, Indiana | Los Angeles, California"
user_011,Prince,5,user_005,Elton John,55.5,60.0,50.0,0.0,100.0,100.0,6455.23,Rock|Pop,singer,True,"Pinner, England | London, England"
user_011,Prince,6,user_009,Mariah Carey,55.5,60.0,50.0,0.0,100.0,100.0,1635.66,Pop|R&B,singer,True,"Huntington, New York | New York City, New York"
user_011,Prince,7,user_012,Whitney Houston,55.5,60.0,50.0,0.0,100.0,100.0,1621.79,Pop|R&B,singer,True,"Newark, New Jersey"
user_011,Prince,8,user_014,Queen,55.5,60.0,50.0,0.0,100.0,100.0,6455.23,Rock|Pop,singer,True,"London, England"
user_011,Prince,9,user_017,Beyoncé,55.5,60.0,50.0,0.0,100.0,100.0,1702.16,Pop|R&B,singer,True,"Houston, Texas"
user_011,Prince,10,user_018,Taylor Swift,55.5,60.0,50.0,0.0,100.0,100.0,1121.89,Rock|Pop,singer,True,"Reading, Pennsylvania | Nashville, Tennessee"
user_012,Whitney Houston,1,user_004,Madonna,81.2,100.0,25.0,99.77,100.0,100.0,14.35,Pop,singer,True,"Bay City, Michigan | New York City, New York"
user_012,Whitney Houston,2,user_009,Mariah Carey,73.75,100.0,75.0,0.0,100.0,100.0,14.35,Pop|R&B|Soul,singer,True,"Huntington, New York | New York City, New York"
user_012,Whitney Houston,3,user_020,Rihanna,67.5,100.0,50.0,0.0,100.0,100.0,14.35,Pop|R&B,singer,True,"Saint Michael, Barbados | New York City, New York"
user_012,Whitney Houston,4,user_055,Lady Gaga,61.25,100.0,25.0,0.0,100.0,100.0,14.35,Pop,singer,True,"New York City, New York"
user_012,Whitney Houston,5,user_100,SZA,61.25,100.0,25.0,0.0,100.0,100.0,7.89,R&B,singer,True,"St. Louis, Missouri | Maplewood, New Jersey"
user_012,Whitney Houston,6,user_003,Michael Jackson,49.75,20.0,75.0,0.0,100.0,100.0,3921.23,Pop|R&B|Soul,singer,True,"Gary, Indiana | Los Angeles, California"
user_012,Whitney Houston,7,user_010,Stevie Wonder,49.75,20.0,75.0,0.0,100.0,100.0,758.87,Pop|R&B|Soul,singer,True,"Saginaw, Michigan | Detroit, Michigan"
user_012,Whitney Houston,8,user_016,Aretha Franklin,49.75,20.0,75.0,0.0,100.0,100.0,758.87,Gospel|R&B|Soul,singer,True,"Memphis, Tennessee | Detroit, Michigan"
user_012,Whitney Houston,9,user_040,Tina Turner,49.75,20.0,75.0,0.0,100.0,100.0,1389.07,Pop|R&B|Soul,singer,True,"Nutbush, Tennessee | St. Louis, Missouri"
user_012,Whitney Houston,10,user_041,Diana Ross,49.75,20.0,75.0,0.0,100.0,100.0,758.87,Pop|R&B|Soul,singer,True,"Detroit, Michigan"
user_013,David Bowie,1,user_005,Elton John,71.67,100.0,66.67,0.0,100.0,100.0,0.0,Pop|Glam Rock,singer,True,"Pinner, England | London, England"
user_013,David Bowie,2,user_028,Radiohead,71.32,60.0,33.33,99.94,100.0,100.0,82.2,Art Rock,singer,True,"Abingdon, England"
user_013,David Bowie,3,user_093,Peter Gabriel,65.67,80.0,66.67,0.0,100.0,100.0,37.46,Pop|Art Rock,singer,True,"Chobham, England"
user_013,David Bowie,4,user_014,Queen,63.33,100.0,33.33,0.0,100.0,100.0,0.0,Pop,singer,True,"London, England"
user_013,David Bowie,5,user_052,Adele,63.33,100.0,33.33,0.0,100.0,100.0,0.0,Pop,singer,True,"London, England"
user_013,David Bowie,6,user_053,Ed Sheeran,63.33,100.0,33.33,0.0,100.0,100.0,0.0,Pop,singer,True,"Halifax, England | London, England"
user_013,David Bowie,7,user_086,The Kinks,63.33,100.0,33.33,0.0,100.0,100.0,0.0,Pop,singer,True,"London, England"
user_013,David Bowie,8,user_099,Dua Lipa,63.33,100.0,33.33,0.0,100.0,100.0,0.0,Pop,singer,True,"London, England"
user_013,David Bowie,9,user_006,Led Zeppelin,55.0,100.0,0.0,0.0,100.0,100.0,0.0,,singer,True,"London, England"
user_013,David Bowie,10,user_007,Rolling Stones,55.0,100.0,0.0,0.0,100.0,100.0,0.0,,singer,True,"London, England"
user_014,Queen,1,user_011,Prince,75.46,60.0,50.0,99.8,100.0,100.0,6455.23,Rock|Pop,singer,True,"Minneapolis, Minnesota"
user_014,Queen,2,user_033,George Harrison,65.67,80.0,66.67,0.0,100.0,100.0,286.91,Rock|Pop,singer,True,"Liverpool, England"
user_014,Queen,3,user_034,John Lennon,65.67,80.0,66.67,0.0,100.0,100.0,286.91,Rock|Pop,singer,True,"Liverpool, England"
user_014,Queen,4,user_005,Elton John,63.67,100.0,66.67,0.0,100.0,20.0,0.0,Rock|Pop,singer,False,"Pinner, England | London, England"
user_014,Queen,5,user_086,The Kinks,61.67,100.0,66.67,0.0,100.0,0.0,0.0,Rock|Pop,singer,False,"London, England"
user_014,Queen,6,user_052,Adele,60.33,100.0,33.33,0.0,100.0,70.0,0.0,Pop,singer,False,"London, England"
user_014,Queen,7,user_056,Katy Perry,59.67,60.0,66.67,0.0,100.0,100.0,8755.32,Rock|Pop,singer,True,"Santa Barbara, California | Los Angeles, California"
user_014,Queen,8,user_093,Peter Gabriel,58.33,100.0,33.33,0.0,100.0,50.0,37.46,Pop,singer,False,"Chobham, England"
user_014,Queen,9,user_029,U2,57.33,80.0,33.33,0.0,100.0,100.0,463.33,Rock,singer,True,"Dublin, Ireland"
user_014,Queen,10,user_040,Tina Turner,55.5,60.0,50.0,0.0,100.0,100.0,6759.66,Rock|Pop,singer,True,"Nutbush, Tennessee | St. Louis, Missouri"
user_015,Bob Dylan,1,user_030,Bruce Springsteen,59.67,60.0,66.67,0.0,100.0,100.0,58.94,Rock|Folk,singer,True,"Freehold, New Jersey"
user_015,Bob Dylan,2,user_004,Madonna,55.0,100.0,0.0,0.0,100.0,100.0,0.0,,singer,True,"Bay City, Michigan | New York City, New York"
user_015,Bob Dylan,3,user_009,Mariah Carey,55.0,100.0,0.0,0.0,100.0,100.0,0.0,,singer,True,"Huntington, New York | New York City, New York"
user_015,Bob Dylan,4,user_012,Whitney Houston,55.0,100.0,0.0,0.0,100.0,100.0,14.35,,singer,True,"Newark, New Jersey"
user_015,Bob Dylan,5,user_020,Rihanna,55.0,100.0,0.0,0.0,100.0,100.0,0.0,,singer,True,"Saint Michael, Barbados | New York City, New York"
user_015,Bob Dylan,6,user_023,Jay Z,55.0,100.0,0.0,0.0,100.0,100.0,6.48,,singer,True,"Brooklyn, New York"
user_015,Bob Dylan,7,user_036,Frank Sinatra,55.0,100.0,0.0,0.0,100.0,100.0,3.45,,singer,True,"Hoboken, New Jersey"
user_015,Bob Dylan,8,user_055,Lady Gaga,55.0,100.0,0.0,0.0,100.0,100.0,0.0,,singer,True,"New York City, New York"
user_015,Bob Dylan,9,user_063,Nicki Minaj,55.0,100.0,0.0,0.0,100.0,100.0,13.17,,singer,True,"Port of Spain, Trinidad | Queens, New York"
user_015,Bob Dylan,10,user_047,Eric Clapton,47.67,20.0,66.67,0.0,100.0,100.0,5570.24,Rock|Blues,singer,True,"Ripley, England | London, England"
user_016,Aretha Franklin,1,user_038,Marvin Gaye,71.67,100.0,66.67,0.0,100.0,100.0,0.0,R&B|Soul,singer,True,"Washington, D.C. | Detroit, Michigan"
user_016,Aretha Franklin,2,user_010,Stevie Wonder,67.5,100.0,50.0,0.0,100.0,100.0,0.0,R&B|Soul,singer,True,"Saginaw, Michigan | Detroit, Michigan"
user_016,Aretha Franklin,3,user_041,Diana Ross,67.5,100.0,50.0,0.0,100.0,100.0,0.0,R&B|Soul,singer,True,"Detroit, Michigan"
user_016,Aretha Franklin,4,user_012,Whitney Houston,61.75,60.0,75.0,0.0,100.0,100.0,758.87,Gospel|R&B|Soul,singer,True,"Newark, New Jersey"
user_016,Aretha Franklin,5,user_009,Mariah Carey,59.67,60.0,66.67,0.0,100.0,100.0,773.08,R&B|Soul,singer,True,"Huntington, New York | New York City, New York"
user_016,Aretha Franklin,6,user_039,James Brown,59.67,60.0,66.67,0.0,100.0,100.0,989.28,R&B|Soul,singer,True,"Barnwell, South Carolina | Augusta, Georgia"
user_016,Aretha Franklin,7,user_052,Adele,59.67,60.0,66.67,0.0,100.0,100.0,6035.75,R&B|Soul,singer,True,"London, England"
user_016,Aretha Franklin,8,user_089,Hall Oates,59.67,60.0,66.67,0.0,100.0,100.0,710.27,R&B|Soul,singer,True,"Philadelphia, Pennsylvania"
user_016,Aretha Franklin,9,user_096,Amy Winehouse,59.67,60.0,66.67,0.0,100.0,100.0,6035.75,R&B|Soul,singer,True,"London, England"
user_016,Aretha Franklin,10,user_003,Michael Jackson,55.5,60.0,50.0,0.0,100.0,100.0,3185.4,R&B|Soul,singer,True,"Gary, Indiana | Los Angeles, California"
user_017,Beyoncé,1,user_019,Drake,68.0,60.0,100.0,0.0,100.0,100.0,2094.15,Hip Hop|Pop|R&B,singer,True,"Toronto, Canada"
user_017,Beyoncé,2,user_060,Post Malone,65.67,80.0,66.67,0.0,100.0,100.0,361.79,Pop|Hip Hop,singer,True,"Syracuse, New York | Dallas, Texas"
user_017,Beyoncé,3,user_009,Mariah Carey,59.67,60.0,66.67,0.0,100.0,100.0,2281.39,Pop|R&B,singer,True,"Huntington, New York | New York City, New York"
user_017,Beyoncé,4,user_022,Kanye West,59.67,60.0,66.67,0.0,100.0,100.0,1516.24,Pop|Hip Hop,singer,True,"Atlanta, Georgia | Chicago, Illinois"
user_017,Beyoncé,5,user_052,Adele,59.67,60.0,66.67,0.0,100.0,100.0,7803.22,Pop|R&B,singer,True,"London, England"
user_017,Beyoncé,6,user_057,Justin Bieber,59.67,60.0,66.67,0.0,100.0,100.0,1128.3,Pop|R&B,singer,True,"London, Ontario, Canada | Atlanta, Georgia"
user_017,Beyoncé,7,user_058,Ariana Grande,59.67,60.0,66.67,0.0,100.0,100.0,2206.18,Pop|R&B,singer,True,"Boca Raton, Florida | Los Angeles, California"
user_017,Beyoncé,8,user_059,The Weeknd,59.67,60.0,66.67,0.0,100.0,100.0,2094.15,Pop|R&B,singer,True,"Toronto, Canada"
user_017,Beyoncé,9,user_063,Nicki Minaj,59.67,60.0,66.67,0.0,100.0,100.0,2294.34,Pop|Hip Hop,singer,True,"Port of Spain, Trinidad | Queens, New York"
user_017,Beyoncé,10,user_003,Michael Jackson,55.5,60.0,50.0,0.0,100.0,100.0,2206.18,Pop|R&B,singer,True,"Gary, Indiana | Los Angeles, California"
user_018,Taylor Swift,1,user_042,Dolly Parton,67.5,100.0,50.0,0.0,100.0,100.0,0.0,Country|Pop,singer,True,"Sevierville, Tennessee | Nashville, Tennessee"
user_018,Taylor Swift,2,user_043,Johnny Cash,67.5,100.0,50.0,0.0,100.0,100.0,0.0,Folk|Country,singer,True,"Kingsland, Arkansas | Nashville, Tennessee"
user_018,Taylor Swift,3,user_032,Paul McCartney,63.49,20.0,50.0,99.93,100.0,100.0,6479.93,Rock|Pop,singer,True,"Liverpool, England"
