user_id,user_name,match_rank,matched_user_id,matched_user_name,match_score,genre_score,role_score,age_score,genre_matches,role_matches,age_compatible,matched_location
user_004,Madonna,9,user_042,Dolly Parton,73.33,13.33,40.0,20,Pop,singer,True,"Sevierville, Tennessee | Nashville, Tennessee"
user_004,Madonna,10,user_050,Joni Mitchell,73.33,13.33,40.0,20,Pop,singer,True,"Fort Macleod, Canada"
user_005,Elton John,1,user_013,David Bowie,86.67,26.67,40.0,20,Glam Rock|Pop,singer,True,"London, England"
user_005,Elton John,2,user_014,Queen,86.67,26.67,40.0,20,Rock|Pop,singer,True,"London, England"
user_005,Elton John,3,user_032,Paul McCartney,86.67,26.67,40.0,20,Rock|Pop,singer,True,"Liverpool, England"
user_005,Elton John,4,user_033,George Harrison,86.67,26.67,40.0,20,Rock|Pop,singer,True,"Liverpool, England"
user_005,Elton John,5,user_034,John Lennon,86.67,26.67,40.0,20,Rock|Pop,singer,True,"Liverpool, England"
user_005,Elton John,6,user_035,Ringo Starr,86.67,26.67,40.0,20,Rock|Pop,singer,True,"Liverpool, England"
user_005,Elton John,7,user_056,Katy Perry,86.67,26.67,40.0,20,Rock|Pop,singer,True,"Santa Barbara, California | Los Angeles, California"
user_005,Elton John,8,user_060,Post Malone,86.67,26.67,40.0,20,Rock|Pop,singer,True,"Syracuse, New York | Dallas, Texas"
user_005,Elton John,9,user_086,The Kinks,86.67,26.67,40.0,20,Rock|Pop,singer,True,"London, England"
user_005,Elton John,10,user_087,The Beach Boys,86.67,26.67,40.0,20,Rock|Pop,singer,True,"Hawthorne, California"
user_006,Led Zeppelin,1,user_025,AC DC,86.67,26.67,40.0,20,Blues Rock|Hard Rock,singer,True,"Sydney, Australia"
user_006,Led Zeppelin,2,user_077,Guns N Roses,86.67,26.67,40.0,20,Heavy Metal|Hard Rock,singer,True,"Los Angeles, California"
user_006,Led Zeppelin,3,user_078,Aerosmith,86.67,26.67,40.0,20,Blues Rock|Hard Rock,singer,True,"Boston, Massachusetts"
user_006,Led Zeppelin,4,user_083,Deep Purple,86.67,26.67,40.0,20,Heavy Metal|Hard Rock,singer,True,"London, England"
user_006,Led Zeppelin,5,user_007,Rolling Stones,73.33,13.33,40.0,20,Blues Rock,singer,True,"London, England"
user_006,Led Zeppelin,6,user_046,Jimi Hendrix,73.33,13.33,40.0,20,Blues Rock,singer,True,"Seattle, Washington | London, England"
user_006,Led Zeppelin,7,user_048,Carlos Santana,73.33,13.33,40.0,20,Blues Rock,singer,True,"Autlán, Mexico | San Francisco, California"
user_006,Led Zeppelin,8,user_079,Bon Jovi,73.33,13.33,40.0,20,Hard Rock,singer,True,"Sayreville, New Jersey"
user_006,Led Zeppelin,9,user_080,Def Leppard,73.33,13.33,40.0,20,Hard Rock,singer,True,"Sheffield, England"
user_006,Led Zeppelin,10,user_081,Iron Maiden,73.33,13.33,40.0,20,Heavy Metal,singer,True,"London, England"
user_007,Rolling Stones,1,user_046,Jimi Hendrix,86.67,26.67,40.0,20,Blues Rock|Rock,singer,True,"Seattle, Washington | London, England"
user_007,Rolling Stones,2,user_025,AC DC,80.0,20.0,40.0,20,Blues Rock,singer,True,"Sydney, Australia"
user_007,Rolling Stones,3,user_032,Paul McCartney,80.0,20.0,40.0,20,Rock,singer,True,"Liverpool, England"
user_007,Rolling Stones,4,user_034,John Lennon,80.0,20.0,40.0,20,Rock,singer,True,"Liverpool, England"
user_007,Rolling Stones,5,user_047,Eric Clapton,80.0,20.0,40.0,20,Rock,singer,True,"Ripley, England | London, England"
user_007,Rolling Stones,6,user_078,Aerosmith,80.0,20.0,40.0,20,Blues Rock,singer,True,"Boston, Massachusetts"
user_007,Rolling Stones,7,user_084,The Doors,80.0,20.0,40.0,20,Blues Rock,singer,True,"Los Angeles, California"
user_007,Rolling Stones,8,user_085,The Who,80.0,20.0,40.0,20,Rock,singer,True,"London, England"
user_007,Rolling Stones,9,user_086,The Kinks,80.0,20.0,40.0,20,Rock,singer,True,"London, England"
user_007,Rolling Stones,10,user_005,Elton John,73.33,13.33,40.0,20,Rock,singer,True,"Pinner, England | London, England"
user_008,Pink Floyd,1,user_001,The Beatles,63.33,13.33,30.0,20,Psychedelic Rock,songwriter|singer|musician|multi-instrumentalist|guitarist|drummer,True,"Liverpool, England"
user_008,Pink Floyd,2,user_073,Red Hot Chili Peppers,50.0,0.0,30.0,20,,songwriter|composer|singer|musician|guitarist|drummer,True,"Los Angeles, California"
user_008,Pink Floyd,3,user_091,Genesis,50.0,20.0,10.0,20,Progressive Rock,producer|singer,True,"London, England"
user_008,Pink Floyd,4,user_084,The Doors,45.0,20.0,5.0,20,Psychedelic Rock,singer,True,"Los Angeles, California"
user_008,Pink Floyd,5,user_092,Phil Collins,45.0,0.0,25.0,20,,songwriter|composer|singer|musician|drummer,True,"London, England"
user_008,Pink Floyd,6,user_024,Fleetwood Mac,40.0,0.0,20.0,20,,guitarist|songwriter|drummer|singer,True,"London, England | Los Angeles, California"
user_008,Pink Floyd,7,user_026,Metallica,40.0,0.0,20.0,20,,guitarist|songwriter|drummer|singer,True,"Los Angeles, California | San Francisco Bay Area, California"
user_008,Pink Floyd,8,user_046,Jimi Hendrix,38.33,13.33,5.0,20,Psychedelic Rock,singer,True,"Seattle, Washington | London, England"
user_008,Pink Floyd,9,user_093,Peter Gabriel,38.33,13.33,5.0,20,Progressive Rock,singer,True,"Chobham, England"
user_008,Pink Floyd,10,user_076,Pearl Jam,30.0,0.0,10.0,20,,musician|singer,True,"Seattle, Washington"
user_009,Mariah Carey,1,user_052,Adele,100.0,40.0,40.0,20,R&B|Soul|Pop,singer,True,"London, England"
user_009,Mariah Carey,2,user_003,Michael Jackson,90.0,30.0,40.0,20,R&B|Soul|Pop,singer,True,"Gary, Indiana | Los Angeles, California"
user_009,Mariah Carey,3,user_010,Stevie Wonder,90.0,30.0,40.0,20,R&B|Soul|Pop,singer,True,"Saginaw, Michigan | Detroit, Michigan"
user_009,Mariah Carey,4,user_012,Whitney Houston,90.0,30.0,40.0,20,R&B|Soul|Pop,singer,True,"Newark, New Jersey"
user_009,Mariah Carey,5,user_040,Tina Turner,90.0,30.0,40.0,20,R&B|Soul|Pop,singer,True,"Nutbush, Tennessee | St. Louis, Missouri"
user_009,Mariah Carey,6,user_041,Diana Ross,90.0,30.0,40.0,20,R&B|Soul|Pop,singer,True,"Detroit, Michigan"
user_009,Mariah Carey,7,user_054,Bruno Mars,90.0,30.0,40.0,20,R&B|Soul|Pop,singer,True,"Honolulu, Hawaii | Los Angeles, California"
user_009,Mariah Carey,8,user_016,Aretha Franklin,86.67,26.67,40.0,20,R&B|Soul,singer,True,"Memphis, Tennessee | Detroit, Michigan"
user_009,Mariah Carey,9,user_017,Beyoncé,86.67,26.67,40.0,20,R&B|Pop,singer,True,"Houston, Texas"
user_009,Mariah Carey,10,user_019,Drake,86.67,26.67,40.0,20,R&B|Pop,singer,True,"Toronto, Canada"
user_010,Stevie Wonder,1,user_054,Bruno Mars,100.0,40.0,40.0,20,R&B|Funk|Soul|Pop,singer,True,"Honolulu, Hawaii | Los Angeles, California"
user_010,Stevie Wonder,2,user_003,Michael Jackson,90.0,30.0,40.0,20,R&B|Soul|Pop,singer,True,"Gary, Indiana | Los Angeles, California"
user_010,Stevie Wonder,3,user_009,Mariah Carey,90.0,30.0,40.0,20,R&B|Soul|Pop,singer,True,"Huntington, New York | New York City, New York"
user_010,Stevie Wonder,4,user_011,Prince,90.0,30.0,40.0,20,R&B|Funk|Pop,singer,True,"Minneapolis, Minnesota"
user_010,Stevie Wonder,5,user_012,Whitney Houston,90.0,30.0,40.0,20,R&B|Soul|Pop,singer,True,"Newark, New Jersey"
user_010,Stevie Wonder,6,user_039,James Brown,90.0,30.0,40.0,20,R&B|Funk|Soul,singer,True,"Barnwell, South Carolina | Augusta, Georgia"
user_010,Stevie Wonder,7,user_040,Tina Turner,90.0,30.0,40.0,20,R&B|Soul|Pop,singer,True,"Nutbush, Tennessee | St. Louis, Missouri"
user_010,Stevie Wonder,8,user_041,Diana Ross,90.0,30.0,40.0,20,R&B|Soul|Pop,singer,True,"Detroit, Michigan"
user_010,Stevie Wonder,9,user_052,Adele,90.0,30.0,40.0,20,R&B|Soul|Pop,singer,True,"London, England"
user_010,Stevie Wonder,10,user_016,Aretha Franklin,80.0,20.0,40.0,20,R&B|Soul,singer,True,"Memphis, Tennessee | Detroit, Michigan"
user_011,Prince,1,user_010,Stevie Wonder,90.0,30.0,40.0,20,R&B|Funk|Pop,singer,True,"Saginaw, Michigan | Detroit, Michigan"
user_011,Prince,2,user_040,Tina Turner,90.0,30.0,40.0,20,R&B|Rock|Pop,singer,True,"Nutbush, Tennessee | St. Louis, Missouri"
user_011,Prince,3,user_054,Bruno Mars,90.0,30.0,40.0,20,R&B|Funk|Pop,singer,True,"Honolulu, Hawaii | Los Angeles, California"
user_011,Prince,4,user_003,Michael Jackson,80.0,20.0,40.0,20,R&B|Pop,singer,True,"Gary, Indiana | Los Angeles, California"
user_011,Prince,5,user_005,Elton John,80.0,20.0,40.0,20,Rock|Pop,singer,True,"Pinner, England | London, England"
user_011,Prince,6,user_009,Mariah Carey,80.0,20.0,40.0,20,R&B|Pop,singer,True,"Huntington, New York | New York City, New York"
user_011,Prince,7,user_012,Whitney Houston,80.0,20.0,40.0,20,R&B|Pop,singer,True,"Newark, New Jersey"
user_011,Prince,8,user_014,Queen,80.0,20.0,40.0,20,Rock|Pop,singer,True,"London, England"
user_011,Prince,9,user_017,Beyoncé,80.0,20.0,40.0,20,R&B|Pop,singer,True,"Houston, Texas"
user_011,Prince,10,user_018,Taylor Swift,80.0,20.0,40.0,20,Rock|Pop,singer,True,"Reading, Pennsylvania | Nashville, Tennessee"
user_012,Whitney Houston,1,user_003,Michael Jackson,90.0,30.0,40.0,20,R&B|Soul|Pop,singer,True,"Gary, Indiana | Los Angeles, California"
user_012,Whitney Houston,2,user_009,Mariah Carey,90.0,30.0,40.0,20,R&B|Soul|Pop,singer,True,"Huntington, New York | New York City, New York"
user_012,Whitney Houston,3,user_010,Stevie Wonder,90.0,30.0,40.0,20,R&B|Soul|Pop,singer,True,"Saginaw, Michigan | Detroit, Michigan"
user_012,Whitney Houston,4,user_016,Aretha Franklin,90.0,30.0,40.0,20,R&B|Gospel|Soul,singer,True,"Memphis, Tennessee | Detroit, Michigan"
user_012,Whitney Houston,5,user_040,Tina Turner,90.0,30.0,40.0,20,R&B|Soul|Pop,singer,True,"Nutbush, Tennessee | St. Louis, Missouri"
user_012,Whitney Houston,6,user_041,Diana Ross,90.0,30.0,40.0,20,R&B|Soul|Pop,singer,True,"Detroit, Michigan"
user_012,Whitney Houston,7,user_052,Adele,90.0,30.0,40.0,20,R&B|Soul|Pop,singer,True,"London, England"
user_012,Whitney Houston,8,user_054,Bruno Mars,90.0,30.0,40.0,20,R&B|Soul|Pop,singer,True,"Honolulu, Hawaii | Los Angeles, California"
user_012,Whitney Houston,9,user_011,Prince,80.0,20.0,40.0,20,R&B|Pop,singer,True,"Minneapolis, Minnesota"
user_012,Whitney Houston,10,user_017,Beyoncé,80.0,20.0,40.0,20,R&B|Pop,singer,True,"Houston, Texas"
user_013,David Bowie,1,user_005,Elton John,86.67,26.67,40.0,20,Pop|Glam Rock,singer,True,"Pinner, England | London, England"
user_013,David Bowie,2,user_093,Peter Gabriel,86.67,26.67,40.0,20,Art Rock|Pop,singer,True,"Chobham, England"
user_013,David Bowie,3,user_002,Elvis Presley,73.33,13.33,40.0,20,Pop,singer,True,"Tupelo, Mississippi | Memphis, Tennessee"
user_013,David Bowie,4,user_004,Madonna,73.33,13.33,40.0,20,Pop,singer,True,"Bay City, Michigan | New York City, New York"
user_013,David Bowie,5,user_009,Mariah Carey,73.33,13.33,40.0,20,Pop,singer,True,"Huntington, New York | New York City, New York"
user_013,David Bowie,6,user_014,Queen,73.33,13.33,40.0,20,Pop,singer,True,"London, England"
user_013,David Bowie,7,user_017,Beyoncé,73.33,13.33,40.0,20,Pop,singer,True,"Houston, Texas"
user_013,David Bowie,8,user_019,Drake,73.33,13.33,40.0,20,Pop,singer,True,"Toronto, Canada"
user_013,David Bowie,9,user_022,Kanye West,73.33,13.33,40.0,20,Pop,singer,True,"Atlanta, Georgia | Chicago, Illinois"
user_013,David Bowie,10,user_028,Radiohead,73.33,13.33,40.0,20,Art Rock,singer,True,"Abingdon, England"
user_014,Queen,1,user_033,George Harrison,86.67,26.67,40.0,20,Rock|Pop,singer,True,"Liverpool, England"
user_014,Queen,2,user_034,John Lennon,86.67,26.67,40.0,20,Rock|Pop,singer,True,"Liverpool, England"
user_014,Queen,3,user_056,Katy Perry,86.67,26.67,40.0,20,Rock|Pop,singer,True,"Santa Barbara, California | Los Angeles, California"
user_014,Queen,4,user_011,Prince,80.0,20.0,40.0,20,Rock|Pop,singer,True,"Minneapolis, Minnesota"
user_014,Queen,5,user_040,Tina Turner,80.0,20.0,40.0,20,Rock|Pop,singer,True,"Nutbush, Tennessee | St. Louis, Missouri"
user_014,Queen,6,user_004,Madonna,73.33,13.33,40.0,20,Pop,singer,True,"Bay City, Michigan | New York City, New York"
user_014,Queen,7,user_009,Mariah Carey,73.33,13.33,40.0,20,Pop,singer,True,"Huntington, New York | New York City, New York"
user_014,Queen,8,user_017,Beyoncé,73.33,13.33,40.0,20,Pop,singer,True,"Houston, Texas"
user_014,Queen,9,user_022,Kanye West,73.33,13.33,40.0,20,Pop,singer,True,"Atlanta, Georgia | Chicago, Illinois"
user_014,Queen,10,user_029,U2,73.33,13.33,40.0,20,Rock,singer,True,"Dublin, Ireland"
user_015,Bob Dylan,1,user_030,Bruce Springsteen,86.67,26.67,40.0,20,Folk|Rock,singer,True,"Freehold, New Jersey"
user_015,Bob Dylan,2,user_047,Eric Clapton,86.67,26.67,40.0,20,Rock|Blues,singer,True,"Ripley, England | London, England"
user_015,Bob Dylan,3,user_018,Taylor Swift,80.0,20.0,40.0,20,Folk|Rock,singer,True,"Reading, Pennsylvania | Nashville, Tennessee"
user_015,Bob Dylan,4,user_005,Elton John,73.33,13.33,40.0,20,Rock,singer,True,"Pinner, England | London, England"
user_015,Bob Dylan,5,user_007,Rolling Stones,73.33,13.33,40.0,20,Rock,singer,True,"London, England"
user_015,Bob Dylan,6,user_014,Queen,73.33,13.33,40.0,20,Rock,singer,True,"London, England"
user_015,Bob Dylan,7,user_029,U2,73.33,13.33,40.0,20,Rock,singer,True,"Dublin, Ireland"
user_015,Bob Dylan,8,user_032,Paul McCartney,73.33,13.33,40.0,20,Rock,singer,True,"Liverpool, England"
user_015,Bob Dylan,9,user_033,George Harrison,73.33,13.33,40.0,20,Rock,singer,True,"Liverpool, England"
user_015,Bob Dylan,10,user_034,John Lennon,73.33,13.33,40.0,20,Rock,singer,True,"Liverpool, England"
user_016,Aretha Franklin,1,user_012,Whitney Houston,90.0,30.0,40.0,20,R&B|Gospel|Soul,singer,True,"Newark, New Jersey"
user_016,Aretha Franklin,2,user_009,Mariah Carey,86.67,26.67,40.0,20,R&B|Soul,singer,True,"Huntington, New York | New York City, New York"
user_016,Aretha Franklin,3,user_038,Marvin Gaye,86.67,26.67,40.0,20,R&B|Soul,singer,True,"Washington, D.C. | Detroit, Michigan"
user_016,Aretha Franklin,4,user_039,James Brown,86.67,26.67,40.0,20,R&B|Soul,singer,True,"Barnwell, South Carolina | Augusta, Georgia"
user_016,Aretha Franklin,5,user_052,Adele,86.67,26.67,40.0,20,R&B|Soul,singer,True,"London, England"
user_016,Aretha Franklin,6,user_089,Hall Oates,86.67,26.67,40.0,20,R&B|Soul,singer,True,"Philadelphia, Pennsylvania"
user_016,Aretha Franklin,7,user_096,Amy Winehouse,86.67,26.67,40.0,20,R&B|Soul,singer,True,"London, England"
user_016,Aretha Franklin,8,user_003,Michael Jackson,80.0,20.0,40.0,20,R&B|Soul,singer,True,"Gary, Indiana | Los Angeles, California"
user_016,Aretha Franklin,9,user_010,Stevie Wonder,80.0,20.0,40.0,20,R&B|Soul,singer,True,"Saginaw, Michigan | Detroit, Michigan"
user_016,Aretha Franklin,10,user_037,Ray Charles,80.0,20.0,40.0,20,R&B|Soul,singer,True,"Albany, Georgia | Seattle, Washington"
user_017,Beyoncé,1,user_019,Drake,100.0,40.0,40.0,20,R&B|Hip Hop|Pop,singer,True,"Toronto, Canada"
user_017,Beyoncé,2,user_009,Mariah Carey,86.67,26.67,40.0,20,R&B|Pop,singer,True,"Huntington, New York | New York City, New York"
user_017,Beyoncé,3,user_022,Kanye West,86.67,26.67,40.0,20,Hip Hop|Pop,singer,True,"Atlanta, Georgia | Chicago, Illinois"
user_017,Beyoncé,4,user_052,Adele,86.67,26.67,40.0,20,R&B|Pop,singer,True,"London, England"
user_017,Beyoncé,5,user_057,Justin Bieber,86.67,26.67,40.0,20,R&B|Pop,singer,True,"London, Ontario, Canada | Atlanta, Georgia"
user_017,Beyoncé,6,user_058,Ariana Grande,86.67,26.67,40.0,20,R&B|Pop,singer,True,"Boca Raton, Florida | Los Angeles, California"
user_017,Beyoncé,7,user_059,The Weeknd,86.67,26.67,40.0,20,R&B|Pop,singer,True,"Toronto, Canada"
user_017,Beyoncé,8,user_060,Post Malone,86.67,26.67,40.0,20,Hip Hop|Pop,singer,True,"Syracuse, New York | Dallas, Texas"
user_017,Beyoncé,9,user_063,Nicki Minaj,86.67,26.67,40.0,20,Hip Hop|Pop,singer,True,"Port of Spain, Trinidad | Queens, New York"
user_017,Beyoncé,10,user_003,Michael Jackson,80.0,20.0,40.0,20,R&B|Pop,singer,True,"Gary, Indiana | Los Angeles, California"
user_018,Taylor Swift,1,user_035,Ringo Starr,90.0,30.0,40.0,20,Country|Rock|Pop,singer,True,"Liverpool, England"
user_018,Taylor Swift,2,user_002,Elvis Presley,80.0,20.0,40.0,20,Country|Pop,singer,True,"Tupelo, Mississippi | Memphis, Tennessee"
user_018,Taylor Swift,3,user_005,Elton John,80.0,20.0,40.0,20,Rock|Pop,singer,True,"Pinner, England | London, England"
user_018,Taylor Swift,4,user_011,Prince,80.0,20.0,40.0,20,Rock|Pop,singer,True,"Minneapolis, Minnesota"
user_018,Taylor Swift,5,user_014,Queen,80.0,20.0,40.0,20,Rock|Pop,singer,True,"London, England"
user_018,Taylor Swift,6,user_015,Bob Dylan,80.0,20.0,40.0,20,Folk|Rock,singer,True,"Duluth, Minnesota | New York City, New York"
user_018,Taylor Swift,7,user_030,Bruce Springsteen,80.0,20.0,40.0,20,Folk|Rock,singer,True,"Freehold, New Jersey"
user_018,Taylor Swift,8,user_032,Paul McCartney,80.0,20.0,40.0,20,Rock|Pop,singer,True,"Liverpool, England"
user_018,Taylor Swift,9,user_033,George Harrison,80.0,20.0,40.0,20,Rock|Pop,singer,True,"Liverpool, England"
user_018,Taylor Swift,10,user_034,John Lennon,80.0,20.0,40.0,20,Rock|Pop,singer,True,"Liverpool, England"
user_019,Drake,1,user_017,Beyoncé,100.0,40.0,40.0,20,R&B|Hip Hop|Pop,singer,True,"Houston, Texas"
user_019,Drake,2,user_009,Mariah Carey,86.67,26.67,40.0,20,R&B|Pop,singer,True,"Huntington, New York | New York City, New York"
user_019,Drake,3,user_022,Kanye West,86.67,26.67,40.0,20,Hip Hop|Pop,singer,True,"Atlanta, Georgia | Chicago, Illinois"
user_019,Drake,4,user_052,Adele,86.67,26.67,40.0,20,R&B|Pop,singer,True,"London, England"
user_019,Drake,5,user_057,Justin Bieber,86.67,26.67,40.0,20,R&B|Pop,singer,True,"London, Ontario, Canada | Atlanta, Georgia"
user_019,Drake,6,user_058,Ariana Grande,86.67,26.67,40.0,20,R&B|Pop,singer,True,"Boca Raton, Florida | Los Angeles, California"
user_019,Drake,7,user_059,The Weeknd,86.67,26.67,40.0,20,R&B|Pop,singer,True,"Toronto, Canada"
user_019,Drake,8,user_060,Post Malone,86.67,26.67,40.0,20,Hip Hop|Pop,singer,True,"Syracuse, New York | Dallas, Texas"
user_019,Drake,9,user_063,Nicki Minaj,86.67,26.67,40.0,20,Hip Hop|Pop,singer,True,"Port of Spain, Trinidad | Queens, New York"
user_019,Drake,10,user_003,Michael Jackson,80.0,20.0,40.0,20,R&B|Pop,singer,True,"Gary, Indiana | Los Angeles, California"
user_020,Rihanna,1,user_003,Michael Jackson,90.0,30.0,40.0,20,R&B|Dance|Pop,singer,True,"Gary, Indiana | Los Angeles, California"
user_020,Rihanna,2,user_004,Madonna,80.0,20.0,40.0,20,Dance|Pop,singer,True,"Bay City, Michigan | New York City, New York"
user_020,Rihanna,3,user_009,Mariah Carey,80.0,20.0,40.0,20,R&B|Pop,singer,True,"Huntington, New York | New York City, New York"
user_020,Rihanna,4,user_010,Stevie Wonder,80.0,20.0,40.0,20,R&B|Pop,singer,True,"Saginaw, Michigan | Detroit, Michigan"
user_020,Rihanna,5,user_011,Prince,80.0,20.0,40.0,20,R&B|Pop,singer,True,"Minneapolis, Minnesota"
user_020,Rihanna,6,user_012,Whitney Houston,80.0,20.0,40.0,20,R&B|Pop,singer,True,"Newark, New Jersey"
user_020,Rihanna,7,user_017,Beyoncé,80.0,20.0,40.0,20,R&B|Pop,singer,True,"Houston, Texas"
user_020,Rihanna,8,user_019,Drake,80.0,20.0,40.0,20,R&B|Pop,singer,True,"Toronto, Canada"
user_020,Rihanna,9,user_040,Tina Turner,80.0,20.0,40.0,20,R&B|Pop,singer,True,"Nutbush, Tennessee | St. Louis, Missouri"
user_020,Rihanna,10,user_041,Diana Ross,80.0,20.0,40.0,20,R&B|Pop,singer,True,"Detroit, Michigan"
user_021,Eminem,1,user_023,Jay Z,100.0,40.0,40.0,20,Hip Hop,singer,True,"Brooklyn, New York"
user_021,Eminem,2,user_061,Kendrick Lamar,100.0,40.0,40.0,20,Hip Hop,singer,True,"Compton, California"
user_021,Eminem,3,user_062,J Cole,100.0,40.0,40.0,20,Hip Hop,singer,True,"Frankfurt, Germany | Fayetteville, North Carolina"
user_021,Eminem,4,user_067,Tupac Shakur,100.0,40.0,40.0,20,Hip Hop,singer,True,"East Harlem, New York | Oakland, California"
user_021,Eminem,5,user_070,Wu Tang Clan,100.0,40.0,40.0,20,Hip Hop,singer,True,"Staten Island, New York"
user_021,Eminem,6,user_071,Public Enemy,100.0,40.0,40.0,20,Hip Hop,singer,True,"Long Island, New York"
user_021,Eminem,7,user_064,Cardi B,90.0,40.0,40.0,10,Hip Hop,singer,False,"Bronx, New York"
user_021,Eminem,8,user_063,Nicki Minaj,80.0,20.0,40.0,20,Hip Hop,singer,True,"Port of Spain, Trinidad | Queens, New York"
user_021,Eminem,9,user_066,Dr Dre,80.0,20.0,40.0,20,Hip Hop,singer,True,"Compton, California"
